

gen best mean std
0 26.259427 -3.77612 5.454576
1 23.738336 -1.753987 7.291819
2 17.387255 -1.066102 7.713819
3 20.461293 0.714452 9.131532
4 33.355813 3.022727 10.339333
5 33.355813 3.061968 11.000942
6 33.355813 3.133796 11.494412
7 33.355813 2.614157 10.598742
8 33.355813 1.9514 10.38883
9 33.355813 2.733136 11.277568
10 33.355813 1.640965 10.015166
11 33.355813 0.804786 9.593414
12 16.308317 -0.064961 7.734715
13 32.189405 0.516353 8.617365
14 32.189405 0.729836 8.707574
15 23.18259 2.423721 8.03331
16 39.551059 6.230629 10.172917
17 39.551059 8.332781 11.243085
18 39.551059 9.965994 12.135241
19 39.551059 8.590576 11.126588
