,0,1
0,-51.08999999999999,-35.62999999999995
0,-28.024999999999938,-36.899999999999956
0,-42.45999999999997,-16.67499999999993
0,-19.73499999999992,-39.59999999999998
0,-24.829999999999927,-26.534999999999933
0,-18.36499999999992,-30.374999999999943
0,-39.784999999999954,-12.564999999999904
0,-43.02499999999999,-35.264999999999944
0,-45.75,-19.334999999999944
0,-26.809999999999967,-20.539999999999925
