

gen best mean std
0 93.501683 11.21969 29.818159
1 93.501683 18.591555 34.328277
2 93.501683 25.756912 36.554719
3 93.501683 33.262772 37.549288
4 93.501683 44.827554 36.951484
5 93.936796 58.711123 34.667292
6 93.936796 66.729154 31.353319
7 93.936796 73.288624 28.886445
8 93.936796 76.804836 26.615738
9 93.936796 82.959897 21.548373
10 93.936796 84.553513 20.983739
11 93.936796 88.895104 11.404748
12 93.936796 90.659215 7.741137
13 93.936796 89.44047 12.844296
14 93.936796 89.859121 10.991737
15 93.936796 88.930725 16.319349
16 93.936796 90.974623 10.280048
17 93.936796 88.698983 18.664685
18 93.936796 91.820935 9.705137
19 94.157198 92.061821 9.376272
