

gen best mean std
0 93.392828 12.571545 32.597841
1 93.501683 21.939596 36.789784
2 93.501683 31.750801 39.395782
3 93.501683 39.408306 39.70957
4 93.646571 49.19308 38.691556
5 93.646571 57.700625 36.850989
6 93.646571 64.574485 33.033833
7 93.838336 73.535524 27.406807
8 93.936796 77.503665 26.058102
9 93.936796 81.129864 20.695269
10 93.936796 84.687942 19.077312
11 93.936796 84.576249 20.808911
12 93.936796 86.925644 14.874642
13 93.936796 88.529749 11.906495
14 93.936796 85.99477 18.957555
15 93.936796 86.142642 20.281421
16 93.936796 90.294242 8.243667
17 93.936796 90.874769 8.937033
18 93.936796 89.815983 14.208307
19 93.936796 90.207562 12.758294
