

gen best mean std
0 66.200907 2.365736 16.838504
1 74.904175 6.040077 19.693538
2 74.904175 8.586367 20.687382
3 74.904175 13.199741 22.292931
4 74.904175 19.444908 22.532262
5 74.904175 25.700955 23.04948
6 74.904175 31.0046 22.898326
7 74.904175 34.866119 23.040484
8 74.904175 40.926859 22.189854
9 74.904175 44.188059 21.148755
10 74.904175 49.804464 19.039555
11 74.904175 53.476054 18.825283
12 74.904175 56.894102 16.29524
13 74.904175 57.429711 17.345984
14 74.904175 59.576741 15.505238
15 74.904175 62.490058 12.415301
16 74.904175 60.565815 16.226328
17 74.904175 58.600699 20.299512
18 75.401578 60.458381 18.656881
19 75.401578 60.187022 18.21852
