

gen best mean std
0 92.572379 10.507624 29.38006
1 92.572379 16.815782 32.265396
2 92.572379 22.611567 34.895953
3 92.572379 31.054669 36.129903
4 92.572379 43.385277 34.136635
5 92.572379 57.276595 30.403607
6 92.572379 68.179535 23.765423
7 92.572379 73.4977 21.498588
8 93.327729 77.26617 18.658681
9 93.327729 81.851176 13.538316
10 93.327729 83.204837 14.318002
11 93.327729 86.956546 8.892567
12 93.327729 85.127323 13.419001
13 93.327729 88.662586 6.615216
14 93.327729 87.348483 14.84721
15 93.327729 90.95504 2.170621
16 93.327729 91.456916 1.343856
17 93.327729 89.51772 11.056281
18 93.327729 90.597545 6.931263
19 93.327729 88.148739 15.864893
