

gen best mean std
0 91.933573 10.213562 29.524617
1 91.933573 16.183355 33.525335
2 91.933573 24.854605 36.328262
3 91.933573 31.558511 37.864807
4 91.933573 41.401162 36.917752
5 91.933573 49.489954 35.092079
6 91.933573 60.88008 29.97909
7 91.968788 73.058732 22.630404
8 91.968788 81.701615 15.088863
9 91.968788 83.976549 14.315942
10 91.968788 89.447061 5.104036
11 91.968788 90.890455 2.71205
12 91.968788 91.562106 0.716834
13 91.968788 91.844966 0.234824
14 92.572379 88.895009 15.566095
15 92.572379 91.923516 0.125736
16 92.572379 91.940874 0.134263
17 92.572379 91.427598 5.248744
18 92.572379 91.955781 0.1801
19 92.572379 91.972221 0.180114
