

gen best mean std
0 66.431655 2.934702 15.456762
1 66.431655 6.406209 18.624394
2 66.431655 11.872538 20.439025
3 74.904175 19.479252 22.95914
4 86.368118 28.105002 22.984697
5 86.368118 34.104932 22.471767
6 86.368118 38.193783 23.040676
7 86.368118 40.887261 23.057027
8 86.368118 44.457791 22.674453
9 86.368118 48.496353 21.305337
10 87.647427 52.9555 21.400748
11 87.647427 58.441045 18.806587
12 87.647427 61.31837 17.69871
13 87.647427 62.474553 18.465049
14 87.647427 64.097301 17.678618
15 87.647427 67.034302 17.067231
16 87.647427 70.369824 13.502388
17 87.647427 72.169134 12.542298
18 88.933532 73.351272 12.911659
19 88.933532 74.73478 11.905005
