

gen best mean std
0 92.53704 7.346993 29.474748
1 92.53704 12.775613 32.771637
2 92.932142 23.252514 38.398294
3 92.932142 31.91333 40.043246
4 92.932142 44.667219 38.263186
5 92.932142 58.835798 34.154536
6 92.932142 64.88008 30.726698
7 92.932142 72.076252 26.500524
8 92.932142 78.803117 20.925338
9 92.932142 82.666595 16.614516
10 92.932142 85.377805 14.102197
11 92.932142 88.371237 8.455015
12 92.932142 90.71193 4.006927
13 92.932142 90.19533 9.218903
14 92.932142 85.854145 19.990883
15 92.932142 87.189369 17.332564
16 92.932142 90.665945 5.935068
17 92.932142 90.61262 5.968863
18 92.932142 91.226885 5.821333
19 92.932142 91.689386 2.633303
