

gen best mean std
0 75.200907 6.500067 19.268514
1 75.200907 11.627485 22.308437
2 75.200907 18.603937 24.01999
3 75.200907 23.521005 23.410865
4 86.227846 28.011619 23.276841
5 86.882547 35.065582 23.397526
6 86.882547 40.329747 22.371867
7 86.882547 43.81501 22.216031
8 88.297367 47.605592 22.104301
9 88.297367 49.118748 23.577542
10 88.297367 53.078212 21.956297
11 88.297367 56.025165 19.779212
12 88.297367 57.158275 22.024284
13 88.297367 56.278559 23.210132
14 88.297367 57.63489 23.082562
15 88.297367 60.047228 21.368714
16 88.297367 61.082642 21.069841
17 89.520067 61.50322 22.47609
18 89.520067 60.722606 23.472793
19 89.520067 62.998615 21.202571
