

gen best mean std
0 75.200907 4.615514 18.991994
1 75.200907 9.679136 21.281463
2 75.200907 15.839524 22.855722
3 75.200907 23.50446 23.405397
4 84.297367 31.631261 23.544682
5 87.168118 37.801131 21.969321
6 87.168118 42.524962 21.3894
7 87.168118 47.767062 19.482374
8 87.168118 53.517036 18.051364
9 87.168118 60.256153 15.1935
10 87.168118 60.937728 17.270543
11 87.647427 65.491392 12.670809
12 87.647427 67.528208 11.804019
13 87.647427 67.530794 14.639976
14 87.647427 66.465789 15.541992
15 87.647427 69.533209 12.839846
16 87.647427 70.434796 13.748652
17 87.647427 71.72747 11.436885
18 87.647427 71.964815 12.459431
19 87.647427 73.314057 12.075523
