

gen best mean std
0 92.937405 8.682653 28.950632
1 92.937405 13.632727 31.969423
2 92.937405 19.698851 33.665143
3 92.937405 28.296783 36.476342
4 92.937405 34.789371 36.811299
5 92.937405 47.467003 34.941098
6 92.937405 54.478756 32.627209
7 92.937405 63.734474 28.608267
8 92.937405 72.999609 21.91334
9 92.937405 75.471107 21.822724
10 92.937405 82.686494 14.079001
11 92.937405 87.560783 7.267499
12 92.937405 88.312158 7.417946
13 92.937405 84.135724 20.653331
14 92.937405 85.197323 21.01685
15 92.937405 87.158027 15.226415
16 92.937405 90.723955 4.672598
17 92.937405 89.162529 14.25489
18 92.937405 89.298635 12.383804
19 93.943754 91.440197 5.331358
