

gen best mean std
0 91.858736 10.016378 29.159071
1 91.858736 16.5808 33.774202
2 91.858736 27.582595 36.893238
3 91.858736 36.598388 35.891837
4 91.858736 48.281395 32.788365
5 91.933573 60.12538 28.017682
6 91.933573 70.295568 21.332915
7 91.933573 79.851644 15.286326
8 91.933573 85.910114 9.690787
9 91.933573 89.864676 4.545591
10 92.039318 91.125632 1.129676
11 92.039318 91.157634 3.437973
12 92.039318 90.295819 10.566698
13 92.239318 90.583017 5.835913
14 92.87699 91.871586 0.305541
15 92.87699 91.931394 0.189027
16 92.87699 90.259299 11.920559
17 92.87699 91.9589 0.20101
18 92.87699 91.969675 0.220357
19 92.87699 91.980837 0.215124
