

gen best mean std
0 92.482006 8.65747 28.091535
1 92.482006 13.62845 31.210025
2 92.482006 21.670064 34.733037
3 92.482006 29.150161 36.134817
4 92.482006 40.797829 35.693462
5 92.482006 48.695884 35.235572
6 92.482006 53.198301 32.69196
7 92.482006 65.798895 27.539122
8 92.482006 76.304632 20.035486
9 92.568788 83.98875 12.225985
10 92.568788 85.604508 11.184661
11 92.568788 88.494435 8.171887
12 92.658736 90.309199 3.553192
13 92.658736 89.165103 9.362352
14 92.658736 89.92081 8.978417
15 92.966278 90.782024 5.980636
16 92.966278 88.388618 14.235488
17 92.966278 91.41456 3.859068
18 92.966278 91.492578 3.864866
19 92.966278 92.099603 0.395313
