

gen best mean std
0 92.17704 7.519017 25.162163
1 92.17704 13.800658 30.305927
2 92.17704 22.300611 33.679373
3 93.152892 30.881324 37.053879
4 93.850101 43.756668 37.815186
5 93.850101 52.289887 36.618376
6 93.850101 59.681532 33.806438
7 93.936796 67.418368 30.689197
8 93.936796 73.348722 27.722721
9 93.936796 78.77394 23.368088
10 93.936796 82.630916 21.079576
11 93.936796 86.83103 13.989049
12 93.936796 89.376728 8.90484
13 93.936796 89.923969 10.682064
14 93.936796 90.810393 6.903371
15 93.936796 87.275612 19.607536
16 93.936796 90.531943 11.362787
17 94.392976 89.348937 15.689971
18 94.392976 86.321948 22.514627
19 94.392976 89.059072 16.488771
