

gen best mean std
0 91.858736 4.919453 24.018559
1 92.396054 13.01961 29.837659
2 92.396054 22.434072 34.466868
3 92.396054 30.323608 34.773291
4 92.396054 37.655029 35.209352
5 92.961921 48.070162 33.82801
6 92.961921 55.01681 31.555216
7 92.961921 60.647707 29.23991
8 92.961921 66.229699 25.440928
9 92.961921 73.173476 22.629981
10 92.961921 79.549641 17.633646
11 92.961921 82.561214 16.732817
12 92.961921 82.725691 17.879187
13 92.961921 85.068403 13.060798
14 92.961921 87.421017 8.509705
15 92.961921 86.73452 13.035046
16 92.961921 88.145081 10.531743
17 92.961921 88.531355 9.647184
18 92.961921 87.174923 14.47291
19 92.961921 86.836734 16.896426
