

gen best mean std
0 91.933573 12.64747 32.380762
1 91.933573 19.613467 35.540663
2 92.043172 28.216264 37.976968
3 92.043172 40.4975 37.428299
4 92.043172 52.740675 32.048349
5 92.043172 65.222142 25.398693
6 92.47699 72.82241 20.585074
7 92.47699 79.512613 15.639997
8 92.47699 85.423647 12.755323
9 92.47699 90.198045 5.454392
10 92.47699 89.555418 13.200297
11 92.47699 86.914278 19.584908
12 92.47699 91.070427 8.761385
13 92.47699 91.975756 0.191203
14 92.47699 91.977234 0.205349
15 92.47699 91.993431 0.205429
16 92.47699 92.004379 0.202271
17 92.47699 91.038025 9.650064
18 92.47699 88.748423 16.611147
19 92.47699 91.044793 9.65127
