

gen best mean std
0 75.200907 2.735947 18.120995
1 84.697367 9.054158 24.112662
2 84.697367 17.226015 28.043378
3 84.697367 24.900379 29.03691
4 88.571054 37.169149 27.894742
5 88.571054 47.058297 24.852518
6 88.571054 56.567976 20.042144
7 88.571054 58.923715 20.007294
8 88.571054 63.090233 16.586566
9 88.571054 64.846842 16.913894
10 88.571054 65.859745 16.07665
11 88.571054 68.565299 13.428403
12 88.571054 69.98239 12.48859
13 88.571054 67.662979 19.400479
14 88.571054 68.187054 17.678733
15 88.571054 71.943336 13.032304
16 90.368118 73.245698 11.89743
17 90.368118 71.487291 16.169728
18 90.368118 71.49304 16.94087
19 90.368118 71.730542 17.266378
