

gen best mean std
0 93.936796 13.261516 31.256997
1 93.936796 20.820151 34.640247
2 93.936796 28.184167 37.093512
3 93.936796 37.510801 39.829674
4 93.936796 48.763757 39.07571
5 93.936796 62.748384 35.784719
6 93.936796 69.120399 33.288329
7 93.936796 77.675213 27.127237
8 93.936796 83.978024 19.701886
9 93.936796 90.824805 6.864494
10 94.237666 92.004205 1.52014
11 94.237666 92.385312 1.4247
12 94.237666 92.763557 1.134114
13 94.237666 92.98336 0.972227
14 94.237666 93.217901 0.827443
15 94.237666 93.387052 0.668183
16 94.237666 92.442057 9.445893
17 94.237666 93.471932 0.5913
18 94.237666 93.423194 0.69892
19 94.237666 93.557065 0.569947
