

gen best mean std
0 91.476215 6.087493 22.080987
1 91.476215 12.904606 28.336
2 91.476215 18.17565 31.27159
3 93.007727 24.808163 34.878808
4 93.621683 33.21623 37.578936
5 93.621683 39.104309 38.770057
6 93.621683 46.902469 39.424765
7 93.936796 52.457668 39.366144
8 93.936796 61.468553 36.934721
9 93.936796 74.277966 29.614541
10 93.936796 83.318274 20.878743
11 93.936796 85.834189 19.728867
12 93.936796 87.688352 16.643168
13 94.211732 89.807378 10.42634
14 94.211732 88.258724 14.748713
15 94.211732 91.721291 5.310877
16 94.283754 91.181179 10.749581
17 94.283754 91.655108 10.110935
18 94.283754 92.153243 9.197687
19 94.283754 89.102645 18.276196
