

gen best mean std
0 91.898742 12.482358 33.372238
1 91.898742 17.936689 35.511937
2 91.898742 26.837039 37.892715
3 92.094668 41.811532 38.65995
4 92.094668 52.555247 35.171721
5 92.094668 64.729632 27.163387
6 92.094668 75.423297 18.794697
7 92.094668 79.686613 18.58814
8 92.094668 83.478358 14.015509
9 92.094668 84.457569 11.755107
10 93.542505 88.771827 5.829205
11 93.542505 89.893515 4.30906
12 93.542505 89.96577 5.317236
13 93.542505 91.434804 1.143816
14 93.542505 90.020866 10.626047
15 93.542505 89.866723 11.209238
16 93.542505 90.496169 9.336788
17 93.542505 91.824862 2.6262
18 93.542505 92.251827 0.598884
19 93.542505 92.073199 2.587158
