

gen best mean std
0 66.431655 -0.978818 12.803172
1 66.431655 0.500199 14.54178
2 66.431655 2.977004 16.246312
3 66.431655 5.427924 16.866673
4 86.13704 12.25176 21.240816
5 87.053671 16.13411 22.503823
6 87.053671 23.098214 23.538359
7 87.427846 27.691401 23.193202
8 87.427846 33.279873 22.532751
9 87.427846 38.18494 22.065125
10 87.427846 39.399347 22.645449
11 87.427846 42.782665 22.328491
12 87.427846 44.868147 22.93047
13 87.624051 48.393337 23.917325
14 87.624051 53.38799 21.755548
15 87.624051 57.323708 20.67996
16 87.624051 59.300222 20.047955
17 87.624051 62.812719 19.021699
18 87.624051 64.075486 18.04291
19 87.624051 64.945846 16.789728
