

gen best mean std
0 87.624051 5.018362 20.908805
1 87.624051 8.664609 23.800349
2 87.624051 14.922749 26.534089
3 87.624051 21.291148 27.316355
4 87.624051 28.568346 27.11038
5 87.624051 36.345922 25.261173
6 87.624051 42.397425 24.88969
7 87.624051 49.505636 21.492651
8 87.624051 54.503271 20.538031
9 87.624051 56.735097 20.547944
10 87.627846 63.644533 18.205884
11 87.627846 65.903953 17.688716
12 87.627846 66.678303 19.133674
13 87.627846 68.39902 17.508363
14 87.627846 72.650257 12.164629
15 87.627846 73.745861 12.395356
16 87.627846 76.253166 11.114369
17 87.627846 78.0804 9.583638
18 87.627846 78.146823 10.123439
19 87.627846 77.97106 13.520043
