

gen best mean std
0 91.858736 5.759478 25.723879
1 91.858736 9.217565 28.338876
2 91.858736 15.541571 32.965721
3 91.858736 24.614812 35.851409
4 91.933573 34.779758 37.218517
5 92.133573 49.825973 35.856817
6 92.133573 64.960341 28.547779
7 92.698742 74.917099 22.572642
8 92.698742 81.457605 17.267217
9 92.698742 88.963598 7.382422
10 92.698742 91.167027 3.425296
11 92.698742 91.754353 1.643427
12 92.698742 91.294007 4.589113
13 92.698742 91.985733 0.257841
14 92.698742 91.946772 0.610707
15 92.698742 92.013065 0.267678
16 92.698742 92.022181 0.276135
17 92.766278 92.058318 0.29388
18 92.766278 92.064053 0.315853
19 92.766278 90.970174 7.412423
