

gen best mean std
0 65.855814 3.774724 16.920533
1 65.855814 7.578961 18.935887
2 65.855814 12.084967 19.684487
3 65.855814 16.75451 20.485625
4 88.933532 21.942949 21.905498
5 88.933532 29.312785 20.207376
6 88.933532 33.432652 20.001033
7 88.933532 37.570663 21.800119
8 88.933532 40.684995 21.82783
9 88.933532 43.044352 22.324705
10 88.933532 47.042629 22.41282
11 88.933532 50.912486 22.554273
12 88.933532 53.64285 22.070606
13 88.933532 55.417159 21.428449
14 88.933532 58.965682 19.83908
15 88.933532 60.191116 19.583171
16 88.933532 63.334357 17.242382
17 88.933532 66.479742 15.892991
18 88.933532 66.768054 16.415915
19 88.933532 69.693903 13.678121
