

gen best mean std
0 17.44779 -4.252577 4.986289
1 38.750267 -1.573286 9.272636
2 38.750267 1.404339 10.871625
3 38.750267 3.221646 11.985592
4 38.750267 7.710386 12.473064
5 38.750267 10.462062 11.544079
6 38.750267 12.388836 11.587043
7 38.750267 12.831462 11.481993
8 38.750267 12.474731 11.837127
9 38.750267 14.353505 11.609043
10 38.750267 14.224483 12.142704
11 38.750267 14.782252 12.246825
12 42.848683 14.927459 13.728976
13 42.848683 15.370748 13.847506
14 42.848683 15.87195 13.470719
15 42.848683 16.193171 13.110942
16 42.848683 16.560925 13.073866
17 42.848683 17.691638 12.9753
18 42.848683 18.333272 11.160872
19 42.848683 17.730616 12.202047
