

gen best mean std
0 9.077148 -4.598172 4.028743
1 12.524112 -2.522364 5.337839
2 21.543766 0.08294 7.213365
3 21.543766 3.337489 8.029497
4 29.51999 8.98185 8.297775
5 44.441847 10.764561 10.073817
6 44.441847 12.892824 10.247305
7 44.441847 15.407369 9.886695
8 46.519194 15.408997 10.410127
9 46.519194 17.25038 11.473912
10 46.519194 17.549425 11.705085
11 46.519194 17.851045 13.856868
12 46.519194 18.620783 13.508813
13 46.519194 19.562291 12.910833
14 46.519194 21.288558 12.832071
15 46.519194 21.060187 12.401652
16 46.519194 20.618598 13.736638
17 46.519194 18.883641 14.192706
18 46.519194 21.924932 12.8279
19 46.519194 22.72932 12.919574
