

gen best mean std
0 51.89595 -2.347959 9.079027
1 51.89595 0.832494 12.164532
2 51.89595 5.521812 14.417246
3 51.89595 9.186277 14.865478
4 51.89595 11.31786 16.274251
5 51.89595 14.407808 15.930049
6 51.89595 17.182441 15.166359
7 51.89595 18.687266 15.241376
8 51.89595 20.251394 14.509946
9 51.89595 21.264305 13.95321
10 51.89595 21.303315 15.44965
11 51.89595 22.509543 14.895561
12 51.89595 22.769537 13.745862
13 51.89595 22.416992 13.990089
14 51.89595 23.047025 15.016727
15 51.89595 23.942368 14.057758
16 51.89595 22.550863 15.722022
17 51.89595 23.601603 14.684636
18 51.89595 25.078828 13.985108
19 51.89595 25.872884 14.258401
