

gen best mean std
0 16.850211 -4.19047 4.919898
1 27.520878 -1.291614 7.816461
2 31.905149 1.706159 9.990386
3 31.905149 5.389166 10.516596
4 31.905149 9.55549 10.479261
5 36.915375 12.338524 10.667868
6 42.900146 14.748255 10.215629
7 42.900146 15.136948 10.527706
8 54.052229 16.511736 13.105563
9 54.052229 16.624864 12.057219
10 54.052229 18.306711 12.349455
11 54.052229 19.777782 13.282429
12 54.052229 21.567494 13.581729
13 54.052229 21.499805 14.446665
14 54.052229 21.926261 13.65481
15 54.052229 22.238441 14.666491
16 54.052229 23.74126 13.983087
17 54.052229 23.734768 15.505691
18 54.052229 24.789183 15.094656
19 54.052229 23.924622 14.87159
